710,323,
592,260,
587,241,
585,212,
587,213,
592,198,
595,183,
598,185,
601,136,
603,135,
600,128,
653,110,
670,107,
669,104,
660,38,
691,22,
695,23,
692,14,
687,4,
675,4,
666,7,
626,26,
615,33,
578,15,
458,15,
458,45,
551,121,
551,122,
495,142,
476,140,
468,169,
468,173,
469,200,
497,254,
504,276,
523,307,
554,366,
561,385,
570,405,
590,441,
617,425,
669,353,
710,353,
710,323
